0.0	CHICAGO Offense	00:08:00.000	00:08:29.999
0.0	Jump Ball	00:08:00.001	
0.0	Block	00:08:22.001	
0.0	Offensive Rebound	00:08:24.001	
0.0	Missed Shot - 2	00:08:27.001	
0.0	Opponent Offense	00:08:30.000	00:08:49.002
0.0	Defensive Rebound	00:08:30.001	
0.0	Made Shot - 2	00:08:49.001	
2.0	CHICAGO Offense	00:08:49.003	00:09:04.999
2.0	Opponent Offense	00:09:05.000	00:09:11.002
2.0	Steal	00:09:05.001	
2.0	Made Shot - 2	00:09:11.001	
4.0	CHICAGO Offense	00:09:11.003	00:09:30.002
4.0	Made Shot - 2	00:09:30.001	
4.0	Opponent Offense	00:09:30.003	00:09:52.999
4.0	Missed Shot - 2	00:09:45.001	
4.0	Offensive Rebound	00:09:45.011	
6.0	CHICAGO Offense	00:09:53.000	00:09:57.002
6.0	Steal	00:09:53.001	
6.0	Made Shot - 2	00:09:57.001	
6.0	Opponent Offense	00:09:57.003	00:10:15.009
6.0	Missed Shot - 2	00:10:15.001	
8.0	CHICAGO Offense	00:10:15.010	00:10:25.999
8.0	Defensive Rebound	00:10:15.011	
8.0	Missed Shot - 3	00:10:24.001	
8.0	Opponent Offense	00:10:26.000	00:10:35.002
8.0	Defensive Rebound	00:10:26.001	
8.0	Made Shot - 2	00:10:35.001	
10.0	CHICAGO Offense	00:10:35.003	00:10:53.002
10.0	Made Shot - 2	00:10:53.001	
10.0	Opponent Offense	00:10:53.003	00:11:12.002
10.0	Timeout	00:11:00.001	
10.0	Turnover	00:11:12.001	
12.0	CHICAGO Offense	00:11:12.003	00:11:23.002
12.0	Made Shot - 2	00:11:23.001	
12.0	Opponent Offense	00:11:23.003	00:11:36.999
14.0	CHICAGO Offense	00:11:37.000	00:11:42.002
14.0	Steal	00:11:37.001	
14.0	Made Shot - 2	00:11:42.001	
14.0	Opponent Offense	00:11:42.003	00:12:00.002
14.0	Made Shot - 3	00:12:00.001	
16.0	CHICAGO Offense	00:12:00.003	00:12:19.002
16.0	Turnover	00:12:19.001	
16.0	Opponent Offense	00:12:19.003	00:12:38.009
16.0	Missed Shot - 2	00:12:38.001	
18.0	CHICAGO Offense	00:12:38.010	00:12:47.002
18.0	Defensive Rebound	00:12:38.011	
18.0	Made Shot - 2	00:12:47.001	
18.0	Opponent Offense	00:12:47.003	00:13:03.999
18.0	Foul	00:12:49.001	
18.0	Missed Shot - 2	00:13:02.001	
20.0	CHICAGO Offense	00:13:04.000	00:13:05.999
20.0	Defensive Rebound	00:13:04.001	
20.0	Opponent Offense	00:13:06.000	00:13:10.002
20.0	Steal	00:13:06.001	
20.0	Turnover	00:13:10.001	
22.0	CHICAGO Offense	00:13:10.003	00:13:21.002
22.0	Foul	00:13:21.001	
22.0	Opponent Offense	00:13:21.003	00:13:21.012
22.0	Turnover	00:13:21.011	
25.0	CHICAGO Offense	00:13:34.003	00:13:59.012
25.0	Missed Shot - 3	00:13:59.001	
25.0	Made Shot - 2	00:13:59.011	
25.0	Opponent Offense	00:13:59.013	00:14:19.002
25.0	Offensive Rebound	00:13:59.021	
25.0	Made Shot - 2	00:14:19.001	
29.0	CHICAGO Offense	00:14:38.000	00:14:49.002
29.0	Steal	00:14:38.001	
29.0	Foul	00:14:42.001	
29.0	Timeout	00:14:42.011	
29.0	Made Shot - 2	00:14:49.001	
