id,city
470_2012W14,NY
979_2012W14,NY
69_2012W14,NY
395_2012W14,NY
87_2012W14,NY
484_2012W14,NY
642_2012W14,NY
292_2012W14,NY
428_2012W14,NY
877_2012W14,NY
87_2012W14,NY
625_2012W14,NY
691_2012W14,NY
116_2012W14,NY
931_2012W14,NY
53_2012W14,NY
445_2012W14,NY
135_2012W14,NY
895_2012W14,NY
704_2012W14,NY
891_2012W14,NY
284_2012W14,NY
901_2012W14,NY
803_2012W14,NY
699_2012W14,NY
100_2012W14,NY
642_2012W14,NY
443_2012W14,NY
689_2012W14,NY
390_2012W14,NY
32_2012W14,NY
230_2012W14,NY
445_2012W14,NY
834_2012W14,NY
962_2012W14,NY
1032_2012W14,NY
525_2012W14,NY
525_2012W14,NY
962_2012W14,NY
318_2012W14,NY
1047_2012W14,NY
738_2012W14,NY
364_2012W14,NY
398_2012W14,NY
839_2012W14,NY
424_2012W14,NY
751_2012W14,NY
1047_2012W14,NY
889_2012W14,NY
612_2012W14,NY
643_2012W14,NY
643_2012W14,NY
1032_2012W14,NY
718_2012W14,NY
768_2012W14,NY
15_2012W14,NY
768_2012W14,NY
458_2012W14,NY
877_2012W14,NY
280_2012W14,NY
318_2012W14,NY
839_2012W14,NY
1016_2012W14,NY
281_2012W14,NY
366_2012W14,NY
276_2012W14,NY
135_2012W14,NY
227_2012W14,NY
612_2012W14,NY
458_2012W14,NY
80_2012W14,NY
445_2012W14,NY
673_2012W14,NY
318_2012W14,NY
337_2012W14,NY
916_2012W14,NY
639_2012W14,NY
752_2012W14,NY
713_2012W14,NY
449_2012W14,NY
1016_2012W14,NY
803_2012W14,NY
895_2012W14,NY
1012_2012W14,NY
749_2012W14,NY
916_2012W14,NY
438_2012W14,NY
217_2012W14,NY
656_2012W14,NY
225_2012W14,NY
628_2012W14,NY
225_2012W14,NY
504_2012W14,NY
226_2012W14,NY
164_2012W14,NY
445_2012W14,NY
235_2012W14,NY
118_2012W14,NY
1054_2012W14,NY
881_2012W14,NY
713_2012W14,NY
706_2012W14,NY
706_2012W14,NY
673_2012W14,NY
143_2012W14,NY
1005_2012W14,NY
706_2012W14,NY
706_2012W14,NY
912_2012W14,NY
537_2012W14,NY
406_2012W14,NY
868_2012W14,NY
1055_2012W14,NY
751_2012W14,NY
907_2012W14,NY
303_2012W14,NY
445_2012W14,NY
793_2012W14,NY
784_2012W14,NY
793_2012W14,NY
734_2012W14,NY
540_2012W14,NY
816_2012W14,NY
623_2012W14,NY
950_2012W14,NY
294_2012W14,NY
950_2012W14,NY
1055_2012W14,NY
615_2012W14,NY
385_2012W14,NY
615_2012W14,NY
950_2012W14,NY
950_2012W14,NY
173_2012W14,NY
292_2012W14,NY
801_2012W14,NY
16_2012W14,NY
69_2012W14,NY
467_2012W14,NY
7_2012W14,NY
592_2012W14,NY
669_2012W14,NY
574_2012W14,NY
443_2012W14,NY
436_2012W14,NY
636_2012W14,NY
865_2012W14,NY
225_2012W14,NY
621_2012W14,NY
272_2012W14,NY
1063_2012W14,NY
591_2012W14,NY
976_2012W14,NY
562_2012W14,NY
783_2012W14,NY
319_2012W14,NY
468_2012W14,NY
874_2012W14,NY
107_2012W14,NY
281_2012W14,NY
667_2012W14,NY
718_2012W14,NY
557_2012W14,NY
725_2012W14,NY
774_2012W14,NY
976_2012W14,NY
880_2012W14,NY
1055_2012W14,NY
288_2012W14,NY
335_2012W14,NY
335_2012W14,NY
769_2012W14,NY
562_2012W14,NY
1063_2012W14,NY
194_2012W14,NY
100_2012W14,NY
403_2012W14,NY
573_2012W14,NY
445_2012W14,NY
834_2012W14,NY
346_2012W14,NY
1012_2012W14,NY
968_2012W14,NY
539_2012W14,NY
976_2012W14,NY
184_2012W14,NY
184_2012W14,NY
144_2012W14,NY
865_2012W14,NY
562_2012W14,NY
734_2012W14,NY
71_2012W14,NY
688_2012W14,NY
65_2012W14,NY
885_2012W14,NY
885_2012W14,NY
592_2012W14,NY
267_2012W14,NY
976_2012W14,NY
267_2012W14,NY
880_2012W14,NY
592_2012W14,NY
267_2012W14,NY
615_2012W14,NY
877_2012W14,NY
820_2012W14,NY
820_2012W14,NY
445_2012W14,NY
516_2012W14,NY
281_2012W14,NY
176_2012W14,NY
528_2012W14,NY
592_2012W14,NY
30_2012W14,NY
1063_2012W14,NY
246_2012W14,NY
669_2012W14,NY
246_2012W14,NY
515_2012W14,NY
458_2012W14,NY
615_2012W14,NY
710_2012W14,NY
768_2012W14,NY
145_2012W14,NY
498_2012W14,NY
894_2012W14,NY
557_2012W14,NY
1063_2012W14,NY
528_2012W14,NY
313_2012W14,NY
120_2012W14,NY
976_2012W14,NY
798_2012W14,NY
798_2012W14,NY
598_2012W14,NY
1078_2012W14,NY
195_2012W14,NY
623_2012W14,NY
59_2012W14,NY
662_2012W14,NY
425_2012W14,NY
662_2012W14,NY
592_2012W14,NY
691_2012W14,NY
756_2012W14,NY
100_2012W14,NY
667_2012W14,NY
107_2012W14,NY
615_2012W14,NY
615_2012W14,NY
318_2012W14,NY
107_2012W14,NY
669_2012W14,NY
553_2012W14,NY
498_2012W14,NY
768_2012W14,NY
702_2012W14,NY
768_2012W14,NY
702_2012W14,NY
768_2012W14,NY
318_2012W14,NY
620_2012W14,NY
540_2012W14,NY
217_2012W14,NY
540_2012W14,NY
84_2012W14,NY
129_2012W14,NY
173_2012W14,NY
173_2012W14,NY
768_2012W14,NY
768_2012W14,NY
557_2012W14,NY
318_2012W14,NY
256_2012W14,NY
752_2012W14,NY
118_2012W14,NY
864_2012W14,NY
768_2012W14,NY
592_2012W14,NY
1055_2012W14,NY
318_2012W14,NY
658_2012W14,NY
669_2012W14,NY
951_2012W14,NY
809_2012W14,NY
817_2012W14,NY
371_2012W14,NY
371_2012W14,NY
371_2012W14,NY
121_2012W14,NY
592_2012W14,NY
204_2012W14,NY
121_2012W14,NY
718_2012W14,NY
121_2012W14,NY
121_2012W14,NY
420_2012W14,NY
318_2012W14,NY
49_2012W14,NY
50_2012W14,NY
225_2012W14,NY
29_2012W14,NY
445_2012W14,NY
50_2012W14,NY
519_2012W14,NY
340_2012W14,NY
1010_2012W14,NY
117_2012W14,NY
1034_2012W14,NY
117_2012W14,NY
528_2012W14,NY
391_2012W14,NY
217_2012W14,NY
528_2012W14,NY
528_2012W14,NY
526_2012W14,NY
645_2012W14,NY
258_2012W14,NY
645_2012W14,NY
458_2012W14,NY
758_2012W14,NY
653_2012W14,NY
611_2012W14,NY
47_2012W14,NY
192_2012W14,NY
455_2012W14,NY
574_2012W14,NY
577_2012W14,NY
984_2012W14,NY
1025_2012W14,NY
354_2012W14,NY
354_2012W14,NY
951_2012W14,NY
373_2012W14,NY
902_2012W14,NY
571_2012W14,NY
951_2012W14,NY
120_2012W14,NY
734_2012W14,NY
84_2012W14,NY
669_2012W14,NY
440_2012W14,NY
318_2012W14,NY
120_2012W14,NY
987_2012W14,NY
185_2012W14,NY
653_2012W14,NY
987_2012W14,NY
559_2012W14,NY
639_2012W14,NY
816_2012W14,NY
874_2012W14,NY
786_2012W14,NY
279_2012W14,NY
264_2012W14,NY
987_2012W14,NY
1025_2012W14,NY
354_2012W14,NY
184_2012W14,NY
529_2012W14,NY
987_2012W14,NY
354_2012W14,NY
354_2012W14,NY
131_2012W14,NY
987_2012W14,NY
101_2012W14,NY
207_2012W14,NY
78_2012W14,NY
943_2012W14,NY
59_2012W14,NY
179_2012W14,NY
469_2012W14,NY
458_2012W14,NY
4_2012W14,NY
444_2012W14,NY
586_2012W14,NY
592_2012W14,NY
381_2012W14,NY
381_2012W14,NY
621_2012W14,NY
510_2012W14,NY
1044_2012W14,NY
